zoneid,81sas070615,81sas070616,81sas070617,81sas070618,81sas070619,81sas070620,81sas070621,81sas070622,81sas070623,81sas070624,81sas070625,81sas070626,81sas070627,81sas070628,81sas070629,81sas070630,81sas070631,81sas070632,81sas070633,81sas070634,81sas070635,81sas070636,81sas070637,81sas070638,81sas070639,81sas070640,81sas070641
45RN      ,23614,3987,10199,1231,199,41,6915,537,1599,12983,3111,7955,1398,93,318,1087,47,286,21129,3847,9595,20740,3218,4448,389,629,5147
45RP      ,27872,5446,11578,1006,236,45,9069,842,1903,12658,4063,8664,2817,175,528,2322,130,438,22733,5141,10612,22087,4189,4703,646,952,5909
45RQ      ,30742,6618,14492,1289,374,64,10497,1119,2418,15610,4927,11245,1737,122,432,1609,76,333,27396,6420,13727,26690,5403,6275,706,1017,7452
46RR      ,14512,3410,6642,492,123,19,4619,567,1054,7161,2607,5187,1543,87,236,697,26,146,12272,3297,6260,11848,2674,2476,424,623,3784
46RS      ,25436,6026,10946,709,176,37,7919,943,1723,11873,4581,8221,3155,216,551,1780,110,414,20501,5700,9981,19562,4440,4197,939,1260,5784
46RT      ,24105,5700,10081,731,304,41,7444,976,1610,10982,4065,7398,3005,243,606,1943,112,426,19157,5345,9049,18294,4263,3422,863,1082,5627
46RU      ,22032,5027,10414,1023,182,45,7161,751,1619,12221,4020,8491,1184,56,179,443,18,80,20405,4953,10155,20039,4323,4871,366,630,5284
46RW      ,27521,5736,11628,893,204,37,10371,991,2045,11909,4248,8669,2617,205,533,1731,88,344,23173,5443,10751,22431,4560,4809,742,883,5942
46RX      ,32386,6894,14062,972,295,50,14075,1279,2580,13162,5042,10599,2532,203,508,1645,75,325,28209,6616,13229,27358,5554,5800,851,1062,7429
46RY      ,19401,5444,8839,545,196,41,6691,898,1437,9043,4091,6737,2059,176,357,1063,83,267,16279,5185,8215,15624,4089,3641,655,1096,4574
47RZ      ,17316,2967,6894,567,146,32,5178,405,1019,8633,2266,5345,1717,88,271,1221,62,227,14378,2817,6396,13972,2285,2624,406,532,3772
47SA      ,28402,5081,11327,1075,205,41,8648,670,1711,14224,3979,8770,2722,155,466,1733,72,339,23947,4854,10522,23451,4099,4922,496,755,5600
47SB      ,27455,5523,10980,882,307,48,8006,816,1620,14459,4171,8558,2556,148,413,1552,81,341,23347,5294,10226,22687,4375,4465,660,919,5761
47SC      ,40717,8163,18898,1988,386,97,10815,1089,2940,24078,6551,15203,2587,98,354,1249,39,304,36881,8026,18240,36275,6955,9063,606,1071,9177
47SD      ,26469,4720,11593,957,188,55,8035,623,1720,14045,3744,9105,2134,110,379,1298,55,334,23037,4555,10880,22522,3766,5068,515,789,5812
48SE      ,17227,3327,7501,909,175,31,4545,380,1178,9969,2686,5900,1094,49,210,710,37,182,15423,3241,7109,15166,2763,3617,257,478,3492
48SF      ,10112,2370,4211,375,108,10,2502,364,630,4729,1734,3062,1632,102,268,874,62,241,7606,2206,3702,7328,1748,1633,278,458,2069
48SG      ,15081,2909,6145,691,145,22,4019,343,994,8226,2298,4707,1236,73,218,909,50,204,12936,2786,5723,12687,2370,2855,249,416,2868
48SH      ,9607,1979,3759,344,106,22,2186,308,614,4560,1415,2659,1638,91,263,879,59,201,7090,1829,3295,6890,1531,1564,200,298,1731
48SJ      ,10415,2529,4305,448,147,32,2809,367,697,5187,1876,3098,1118,82,215,853,57,263,8444,2390,3827,8153,1960,1793,291,430,2034
48SK      ,25866,5085,11078,1067,269,44,6312,680,1681,15320,3975,8740,1800,110,331,1367,51,282,22699,4924,10465,22276,4179,5383,423,745,5082
49SL      ,12719,2387,4995,445,154,26,2492,291,714,5686,1680,3261,3054,211,744,1042,51,250,8623,2125,4001,8445,1825,2188,178,300,1813
49SM      ,13451,2716,5079,424,110,13,2774,368,598,5686,1916,3483,3299,253,663,1268,69,322,8884,2394,4094,8633,2000,2012,251,394,2082
49SN      ,8715,1510,3301,342,77,13,1733,164,414,4343,1125,2256,1692,122,464,605,22,154,6418,1366,2683,6314,1166,1581,104,200,1102
49SP      ,16846,3074,7529,959,142,38,3605,314,962,10583,2472,6007,1064,87,344,635,59,178,15147,2928,7007,14908,2528,3972,239,400,3035
49SQ      ,17734,3001,6158,710,154,19,4053,322,870,8952,2236,4306,2575,197,585,1444,92,378,13715,2712,5195,13479,2255,2650,236,457,2545
49SR      ,9322,1584,3056,388,64,9,2234,188,408,4680,1198,2113,1177,72,246,843,62,280,7302,1450,2530,7159,1194,1127,143,256,1403
50SS      ,16696,3244,7348,823,189,61,3260,330,1037,11454,2643,5857,707,50,221,452,32,172,15537,3162,6955,15321,2685,3934,216,477,3021
50ST      ,15306,2751,6665,733,127,34,3251,285,852,10168,2258,5445,697,46,184,457,35,150,14152,2670,6331,13993,2345,3598,159,325,2733
50SU      ,18120,3375,7578,672,151,41,5499,486,1266,8515,2546,5586,2085,125,397,1349,67,288,14686,3183,6893,14354,2618,3223,332,565,3670
50SW      ,31269,6705,14449,1384,385,63,8709,921,2251,18113,5230,11483,1727,97,334,1336,72,318,28206,6536,13797,27607,5497,6480,599,1039,7317
50SX      ,21278,3811,9993,1043,172,42,5506,455,1494,13163,3097,8100,970,61,214,596,26,143,19712,3724,9636,19443,3172,5133,269,552,4503
51SY      ,10999,2704,4808,415,136,18,2600,389,674,5431,1983,3391,1578,122,389,975,74,336,8446,2508,4083,8117,2029,1862,329,479,2221
51SZ      ,11018,2674,4609,475,143,34,2682,346,664,6109,2063,3568,1118,71,174,634,51,169,9266,2552,4266,9024,2159,2074,242,393,2192
51TA      ,5706,1162,1806,186,51,5,1051,137,229,2553,845,1209,1191,76,171,725,53,192,3790,1033,1443,3677,862,701,113,171,742
51TB      ,7126,1509,2506,275,48,9,1442,202,348,3332,1095,1702,1386,124,273,691,40,174,5049,1345,2059,4888,1075,936,161,270,1123
51TC      ,15604,2627,5270,668,134,33,3816,308,737,8226,1970,3916,1879,122,330,1015,93,254,12710,2412,4686,12450,2005,2313,260,407,2373
52TD      ,14945,2706,6373,646,133,35,3241,278,802,9921,2220,5153,681,52,227,456,23,156,13808,2631,5990,13657,2257,3494,151,374,2496
52TE      ,13032,2611,6060,665,208,37,2724,259,778,8706,2080,4980,533,41,170,404,23,95,12095,2547,5795,11952,2184,2920,143,363,2875
52TF      ,29798,5766,13520,1396,288,77,8430,694,2102,17297,4591,10624,1495,114,407,1180,79,310,27123,5573,12803,26691,4714,6958,432,859,5845
52TG      ,16757,3312,7284,757,134,37,3305,332,850,11395,2742,5985,799,70,248,501,34,164,15457,3208,6872,15271,2751,4175,186,457,2697
52TH      ,23794,4258,10678,1142,209,60,6033,472,1454,14762,3463,8691,1108,63,282,749,51,191,21937,4144,10205,21679,3540,5801,258,604,4404
52TJ      ,22840,4039,10988,895,232,61,6479,544,1789,13356,3142,8612,1202,83,305,908,38,221,20730,3918,10462,20504,3418,5936,226,500,4526
53TK      ,10241,1720,4154,338,89,14,2210,210,603,4948,1273,2945,1916,110,374,829,38,218,7496,1572,3562,7320,1253,1886,176,319,1676
53TL      ,12948,2365,4517,417,79,18,2183,281,577,5830,1791,3325,3224,156,378,1294,58,219,8430,2151,3920,8150,1828,1986,280,323,1934
53TM      ,5579,947,1913,174,32,2,976,109,226,2148,673,1325,1697,97,252,584,36,108,3298,814,1553,3152,674,742,146,140,811
54TN      ,63165,17945,28749,2852,822,111,19199,3080,4673,34346,13673,22761,3996,236,631,2772,134,573,56397,17575,27545,54853,14938,12224,1544,2637,15321
54TP      ,27344,5341,11550,1122,256,24,9131,805,2047,13879,4100,8706,1615,113,388,1597,67,385,24132,5161,10777,23731,4322,5069,401,839,5708
55TQ      ,11754,2465,5214,768,114,36,2303,233,621,7943,2061,4334,419,29,114,321,28,109,11014,2408,4991,10830,2029,2606,184,379,2385
55TR      ,14147,2429,6499,696,102,21,3682,301,920,8422,1940,5204,810,59,209,537,27,145,12800,2343,6145,12629,2006,3676,171,337,2469
55TS      ,15387,2890,6771,858,148,40,3398,334,965,9926,2323,5401,658,56,220,547,29,145,14182,2805,6406,13949,2354,3506,233,451,2900
55TT      ,42968,9511,19626,2270,412,102,12170,1367,3089,24107,7440,15407,2619,171,553,1802,121,475,38547,9219,18598,37734,7742,8899,813,1477,9699
5601      ,4757,914,1666,207,51,6,934,97,167,2528,705,1328,483,31,66,605,30,99,3669,853,1501,3503,685,599,166,168,902
5602      ,8124,1890,3912,403,124,24,2152,260,548,4375,1440,3130,494,38,93,700,28,117,6930,1824,3702,6704,1488,1718,226,336,1984
5603      ,9076,2164,4478,484,164,18,1921,238,384,5274,1686,3813,561,26,119,836,50,144,7679,2088,4215,7445,1742,1839,234,346,2376
5604      ,3547,842,1594,147,45,6,1020,115,184,1768,634,1272,276,24,51,336,24,81,2935,794,1462,2855,663,707,80,131,755
5705      ,11752,2152,5572,630,105,25,3333,230,769,7074,1780,4593,335,18,84,380,19,101,11037,2115,5387,10930,1875,2987,107,240,2400
5706      ,36204,7749,16496,2120,524,85,9649,970,2345,21903,6118,13571,1337,72,231,1195,65,264,33672,7612,16001,33071,6701,8930,601,911,7071
5707      ,19060,4580,8690,962,277,48,6015,788,1425,9717,3370,6775,1130,72,228,1236,73,214,16694,4435,8248,16311,3789,4140,383,646,4108
5808      ,9135,1946,3560,482,94,7,1839,203,401,5129,1543,2872,805,56,127,880,50,153,7450,1840,3280,7279,1542,1600,171,298,1680
5809      ,14052,3306,6677,692,197,32,3281,482,1007,8225,2521,5340,861,65,130,993,41,168,12198,3200,6379,11868,2691,3056,330,509,3323
5810      ,5718,1072,2031,292,67,8,1022,127,242,2986,795,1532,647,40,123,771,43,126,4300,989,1782,4178,801,765,122,188,1017
5811      ,7400,1522,2666,290,82,6,1431,148,312,4032,1181,2074,749,55,116,898,56,158,5753,1411,2392,5561,1157,1155,192,254,1237
5912      ,32716,6353,13701,2034,439,67,9782,788,2006,19021,5000,11140,930,56,231,949,70,257,30837,6227,13213,30506,5531,7551,331,696,5662
5913      ,34664,7615,16543,2042,452,103,8923,943,2315,21285,6089,13656,1213,69,224,1201,62,245,32250,7484,16074,31747,6495,8759,503,989,7315
5914      ,15117,3111,6575,740,195,44,4556,518,1059,7499,2251,5047,978,88,206,1344,59,219,12795,2964,6150,12422,2479,2916,373,485,3234
6015      ,54836,16181,25815,3132,875,135,16260,2644,3510,31319,12347,21443,2016,181,377,2109,134,350,50711,15866,25088,49284,13578,10503,1427,2288,14585
6016      ,21706,4040,7457,1150,254,26,4391,421,829,12018,3218,6075,2265,83,256,1882,64,271,17559,3893,6930,17139,3380,3427,420,513,3503
6017      ,17898,2768,6467,851,195,30,5375,363,1008,8584,2075,5006,1715,71,219,1373,64,204,14810,2633,6044,14539,2333,2899,271,300,3145
6018      ,11522,1930,4019,524,111,15,3567,255,570,5332,1466,3119,1156,60,117,943,38,198,9423,1832,3704,9203,1575,1682,220,257,2022
6019      ,21950,3816,7255,1121,178,24,5322,436,939,12291,3054,5826,1597,73,201,1619,75,265,18734,3668,6789,18372,3111,3198,362,557,3591
6120      ,2533,651,962,123,22,2,567,92,145,1282,478,662,307,30,85,254,29,68,1972,592,809,1908,497,418,64,95,391
6121      ,7352,1327,2462,423,70,6,1918,148,318,3845,1045,1910,685,45,132,481,19,96,6186,1263,2234,6074,1074,1136,112,189,1098
6122      ,14341,3780,6011,736,258,36,4170,643,1052,7816,2768,4652,888,62,133,731,49,138,12722,3669,5740,12408,3170,2709,314,499,3031
6123      ,4862,944,1695,216,41,6,1112,109,249,2814,755,1307,416,21,55,304,18,78,4142,905,1562,4059,761,775,83,144,787
6124      ,2466,449,820,151,32,2,616,60,95,1317,335,651,191,14,34,191,8,38,2084,427,748,2020,346,353,64,81,395
6125      ,12228,1936,3621,588,102,11,2754,229,457,7109,1516,2885,912,55,134,865,34,134,10451,1847,3353,10265,1581,1632,186,266,1721
6126      ,2291,451,661,74,15,2,455,65,96,1190,345,473,375,17,43,197,9,47,1719,425,571,1666,348,280,53,77,291
6127      ,3307,619,1028,138,29,3,627,57,121,1942,488,780,310,32,63,290,13,61,2707,574,904,2612,442,383,95,132,521
6228      ,20635,4555,9458,1055,225,37,5664,651,1360,11732,3553,7637,943,61,167,1241,65,257,18451,4429,9034,18077,3757,4312,374,672,4722
6229      ,108582,36398,51787,5371,2016,223,34922,7013,8325,58543,26572,41382,4848,493,989,4898,304,868,98836,35601,49930,96167,30407,23408,2669,5194,26522
6230      ,22108,4786,11127,1182,296,40,6342,578,1567,12909,3833,9230,883,37,155,792,42,135,20433,4707,10837,20136,4000,5171,297,707,5666
6231      ,34035,7029,16559,1805,443,105,9178,864,2510,20797,5629,13478,1212,48,236,1043,45,230,31780,6936,16093,31353,6121,9119,427,815,6974
6332      ,15992,3364,5742,1014,170,39,3958,455,841,7446,2477,4200,2004,155,312,1570,107,350,12418,3102,5080,12068,2537,2520,350,565,2560
6333      ,10418,2080,4968,418,124,13,5013,503,1084,3488,1380,3600,468,40,131,1031,33,140,8919,2007,4697,8724,1786,2220,195,221,2477
6334      ,11539,3389,5303,886,183,18,2417,451,713,7617,2715,4506,394,23,38,225,17,28,10920,3349,5237,10764,2925,2428,156,424,2809
6335      ,15474,3277,7716,894,224,43,4438,420,1260,9186,2601,6277,600,23,81,356,9,55,14518,3245,7580,14368,2976,4464,150,269,3116
6336      ,10212,2390,4351,534,180,28,1908,224,552,6701,1929,3576,523,29,98,546,28,97,9143,2333,4156,9014,2036,2295,129,297,1861
6337      ,30448,6717,12998,1726,393,59,8343,886,1806,17607,5243,10489,1336,99,307,1436,96,337,27676,6522,12354,27270,5717,6917,406,805,5437
6338      ,18858,4349,8131,1018,226,49,6029,618,1260,10249,3406,6529,685,51,146,877,48,147,17296,4250,7838,17039,3773,4382,257,477,3456
6339      ,21979,5026,10495,1355,353,39,6715,709,1826,12100,3894,8364,993,50,148,816,20,118,20170,4956,10229,19962,4493,6011,208,463,4218
6340      ,14171,2737,6417,487,173,17,6606,606,1336,4524,1827,4642,959,65,185,1595,66,237,11617,2606,5995,11408,2293,2873,209,313,3122
6341      ,160741,56829,71952,10437,3391,377,35088,8649,9590,104728,44086,60489,6218,403,851,4270,300,645,150253,56126,70456,147200,49688,37145,3053,6438,33311
6342      ,25302,5638,11109,1422,329,65,6999,750,1703,14748,4452,8942,1070,52,201,1063,55,198,23169,5531,10710,22837,4987,6411,332,544,4299
6343      ,22974,6330,9956,1731,418,54,5519,810,1480,14423,5013,8163,562,37,140,739,52,119,21673,6241,9697,21396,5570,5490,277,671,4207
6344      ,19520,4441,9259,1065,268,58,4936,544,1244,11631,3533,7600,915,49,204,973,47,153,17632,4345,8902,17303,3898,4909,329,447,3993
6345      ,26968,6245,11446,1246,358,46,8384,1012,1824,13953,4645,8907,1455,105,301,1930,125,368,23583,6015,10777,23080,5166,5448,503,849,5329
6346      ,14280,2793,5848,713,196,41,3911,443,984,7852,2045,4446,835,62,191,969,47,186,12476,2684,5471,12259,2363,3173,217,321,2298
6347      ,24271,6694,10189,1571,455,71,5316,822,1428,15622,5335,8409,1007,51,182,755,31,99,22509,6612,9908,22212,5962,5693,297,650,4215
6348      ,33409,8381,14012,2168,576,88,7234,1160,2028,22155,6511,11548,952,76,183,900,58,165,31557,8247,13664,31117,7420,7973,440,827,5691
6349      ,50903,12541,25335,2997,674,121,14203,1826,3853,30409,9874,20735,1613,96,314,1681,71,312,47609,12374,24709,46917,11066,13794,692,1308,10915
6350      ,22343,4730,11423,1203,351,95,8231,763,2218,10702,3531,8740,1098,43,180,1109,42,190,20136,4645,11053,19850,4160,6022,286,485,5031
6451      ,23397,4717,9728,1322,324,49,6228,618,1374,12806,3594,7704,1331,80,272,1710,101,329,20356,4536,9127,19924,3863,4534,432,673,4593
6452      ,41433,11295,21542,2517,699,124,10729,1738,2990,25248,8695,17911,1487,84,279,1452,79,238,38494,11132,21025,37588,9580,11174,906,1552,9851
6453      ,28719,7062,12559,1372,399,55,7772,1109,1882,14895,5271,9776,2241,143,392,2439,140,454,24039,6779,11713,23284,5746,5757,755,1033,5956
6554      ,4965,964,1644,170,50,9,952,109,180,2225,726,1172,1070,55,172,548,24,111,3347,885,1361,3233,690,588,114,195,773
6555      ,6721,1427,2316,285,32,4,1728,179,262,3629,1150,1927,658,53,68,421,13,55,5642,1361,2193,5447,1157,1015,195,204,1178
6556      ,6976,1468,2120,355,55,8,1383,171,224,3586,1196,1749,1275,33,94,377,13,45,5324,1422,1981,5169,1186,842,155,236,1139
