zoneid,81sas020050,81sas020051,81sas020052,81sas020053,81sas020054,81sas020055,81sas020056,81sas020057,81sas020058,81sas020059,81sas020060,81sas020061,81sas020062,81sas020063,81sas020064,81sas020065,81sas020066,81sas020067,81sas020068,81sas020069,81sas020070,81sas020071,81sas020072,81sas020073,81sas020074,81sas020075,81sas020076,81sas020077,81sas020078,81sas020079,81sas020080,81sas020081,81sas020082,81sas020083,81sas020084,81sas020085,81sas020086,81sas020087,81sas020088,81sas020089,81sas020090,81sas020091,81sas020092,81sas020093,81sas020094,81sas020095,81sas020096,81sas020097,81sas020098,81sas020099,81sas020100,81sas020101,81sas020102,81sas020103,81sas020104,81sas020105,81sas020106,81sas020107,81sas020108,81sas020109,81sas020110,81sas020111,81sas020112,81sas020113,81sas020114,81sas020115,81sas020116,81sas020117,81sas020118,81sas020119,81sas020120,81sas020121,81sas020122,81sas020123,81sas020124,81sas020125,81sas020126,81sas020127,81sas020128,81sas020129,81sas020130,81sas020131,81sas020132,81sas020133,81sas020134,81sas020135,81sas020136,81sas020137,81sas020138,81sas020139,81sas020140,81sas020141,81sas020142,81sas020143,81sas020144,81sas020145,81sas020146,81sas020147,81sas020148,81sas020149,81sas020150,81sas020151,81sas020152,81sas020153,81sas020154,81sas020155,81sas020156,81sas020157,81sas020158,81sas020159,81sas020160,81sas020161,81sas020162,81sas020163,81sas020164,81sas020165,81sas020166,81sas020167,81sas020168,81sas020169,81sas020170,81sas020171,81sas020172,81sas020173,81sas020174,81sas020175,81sas020176,81sas020177,81sas020178,81sas020179,81sas020180,81sas020181,81sas020182,81sas020183,81sas020184,81sas020185,81sas020186,81sas020187,81sas020188,81sas020189,81sas020190,81sas020191,81sas020192,81sas020193,81sas020194,81sas020195,81sas020196,81sas020197,81sas020198,81sas020199,81sas020200,81sas020201,81sas020202,81sas020203,81sas020204,81sas020205,81sas020206,81sas020207,81sas020208,81sas020209
55        ,363619,176561,84459,92102,187058,94628,92430,21784,11183,11183,0,10601,10601,0,23497,12064,12064,0,11433,11433,0,27634,14289,14289,0,13345,13345,0,5913,3040,3040,0,2873,2873,0,23530,12005,11809,196,11525,10772,753,25600,12906,9319,3587,12694,6532,6162,23138,11666,3935,7731,11472,2549,8923,25988,13018,2511,10507,12970,1837,11133,22343,11230,1766,9464,11113,1435,9678,20736,10392,1580,8812,10344,1390,8954,20657,10345,1508,8837,10312,1447,8865,22014,10919,1717,9202,11095,1914,9181,23523,11530,1967,9563,11993,2786,9207,21313,9993,1800,8193,11320,3667,7653,19561,8757,1713,7044,10804,5045,5759,16267,6699,1598,5101,9568,5843,3725,11055,4030,1364,2666,7025,5259,1766,5860,1740,808,932,4120,3590,530,3206,755,488,267,2451,2310,141,21596,0,0,0,0,0,0,0,0,7,8,13,53,371,1859,7216,6002,3726,1640,701
56        ,97218,46535,22379,24156,50683,26364,24319,5315,2731,2731,0,2584,2584,0,6298,3261,3261,0,3037,3037,0,7685,3931,3931,0,3754,3754,0,1538,746,746,0,792,792,0,6104,3207,3154,53,2897,2725,172,6432,3320,2428,892,3112,1566,1546,5764,2933,994,1939,2831,587,2244,6726,3360,625,2735,3366,425,2941,5720,2887,414,2473,2833,310,2523,5459,2629,371,2258,2830,344,2486,5319,2549,312,2237,2770,412,2358,5501,2683,399,2284,2818,564,2254,5964,2856,448,2408,3108,835,2273,5370,2501,448,2053,2869,1040,1829,5811,2529,531,1998,3282,1570,1712,5067,2120,574,1546,2947,1780,1167,3741,1383,498,885,2358,1793,565,2096,592,303,289,1504,1313,191,1308,317,211,106,991,933,58,5978,0,0,0,0,0,0,0,0,1,1,4,17,45,278,1823,1776,1225,518,290
57        ,268115,130507,64028,66479,137608,70722,66886,16630,8485,8485,0,8145,8145,0,19245,9723,9723,0,9522,9522,0,23275,11892,11892,0,11383,11383,0,4808,2419,2419,0,2389,2389,0,19072,9874,9670,204,9198,8573,625,20271,10351,6987,3364,9920,4944,4976,17769,8799,2536,6263,8970,1672,7298,20197,10148,1665,8483,10049,1201,8848,17031,8476,1126,7350,8555,952,7603,15948,7778,900,6878,8170,975,7195,15362,7603,932,6671,7759,1158,6601,15363,7474,1027,6447,7889,1478,6411,15345,7385,1193,6192,7960,2061,5899,12986,6038,1052,4986,6948,2497,4451,12189,5482,1233,4249,6707,3278,3429,10169,4390,1265,3125,5779,3618,2161,6888,2597,1021,1576,4291,3294,997,3583,1096,571,525,2487,2172,315,1984,497,331,166,1487,1410,77,12984,0,0,0,0,0,0,0,0,14,15,17,34,137,734,4383,3811,2355,1018,466
58        ,141890,68999,34049,34950,72891,37761,35130,8133,4159,4159,0,3974,3974,0,9285,4734,4734,0,4551,4551,0,11831,6201,6201,0,5630,5630,0,2550,1325,1325,0,1225,1225,0,9745,4987,4921,66,4758,4452,306,9894,5062,3610,1452,4832,2381,2451,8556,4338,1411,2927,4218,837,3381,9380,4723,910,3813,4657,575,4082,8676,4266,662,3604,4410,544,3866,8192,4075,608,3467,4117,525,3592,8347,4135,568,3567,4212,622,3590,8703,4208,656,3552,4495,911,3584,8674,4202,720,3482,4472,1260,3212,7632,3515,633,2882,4117,1510,2607,7536,3461,797,2664,4075,2000,2075,6429,2733,801,1932,3696,2272,1424,4489,1757,669,1088,2732,2055,677,2449,788,436,352,1661,1445,216,1389,330,228,102,1059,992,67,8174,0,0,0,0,0,0,0,0,5,3,8,37,112,477,2646,2319,1565,720,282
59        ,325066,158013,76279,81734,167053,84762,82291,20661,10569,10569,0,10092,10092,0,22169,11448,11448,0,10721,10721,0,27518,14232,14232,0,13286,13286,0,5757,2932,2932,0,2825,2825,0,22933,11682,11413,269,11251,10273,978,24417,12706,8320,4386,11711,5263,6448,21742,10955,2993,7962,10787,1881,8906,24277,12181,1928,10253,12096,1465,10631,20086,10083,1253,8830,10003,1205,8798,18309,9062,1093,7969,9247,1107,8140,17426,8562,1019,7543,8864,1285,7579,18024,8631,1102,7529,9393,1703,7690,18776,9028,1304,7724,9748,2401,7347,16241,7443,1212,6231,8798,2961,5837,16007,7104,1500,5604,8903,4156,4747,13398,5631,1539,4092,7767,4699,3068,9446,3527,1250,2277,5919,4425,1494,5003,1559,740,819,3444,2935,509,2876,678,432,246,2198,2079,119,17955,0,0,0,0,0,0,0,0,4,7,12,29,130,1462,5937,5012,3269,1468,625
60        ,462891,225930,111656,114274,236961,122355,114606,29356,15111,15111,0,14245,14245,0,31968,16358,16358,0,15610,15610,0,36964,19020,19020,0,17944,17944,0,7532,3894,3894,0,3638,3638,0,30724,15761,15548,213,14963,14022,941,36348,18740,13475,5265,17608,8910,8698,33864,17434,5890,11544,16430,3301,13129,35955,18454,3410,15044,17501,2185,15316,28247,14253,2047,12206,13994,1610,12384,26305,13132,1801,11331,13173,1676,11497,26150,12854,1730,11124,13296,2085,11211,26067,12616,1823,10793,13451,2712,10739,25103,12006,1879,10127,13097,3566,9531,21764,10040,1674,8366,11724,4215,7509,21258,9484,2030,7454,11774,5625,6149,18863,7939,2146,5793,10924,6620,4304,13867,5114,1818,3296,8753,6525,2228,7848,2464,1195,1269,5384,4630,754,4708,1256,807,449,3452,3236,216,22686,0,0,0,0,0,0,0,0,10,9,18,37,119,975,6881,6616,4584,2273,1164
61        ,187004,91929,47692,44237,95075,50746,44329,12990,6784,6784,0,6206,6206,0,13579,6979,6979,0,6600,6600,0,16013,8183,8183,0,7830,7830,0,3316,1660,1660,0,1656,1656,0,12657,6410,6312,98,6247,5821,426,13279,6855,5067,1788,6424,3240,3184,12650,6439,2256,4183,6211,1271,4940,13781,7077,1447,5630,6704,881,5823,11708,5999,991,5008,5709,687,5022,10820,5309,832,4477,5511,728,4783,10422,5211,863,4348,5211,855,4356,10619,5304,924,4380,5315,1129,4186,10114,4914,917,3997,5200,1467,3733,8614,4044,814,3230,4570,1707,2863,8657,3964,980,2984,4693,2364,2329,7649,3271,1028,2243,4378,2781,1597,5264,2052,828,1224,3212,2429,783,3010,979,490,489,2031,1798,233,1862,495,337,158,1367,1296,71,9395,0,0,0,0,0,0,0,0,5,4,12,43,90,469,2892,2738,1803,887,452
62        ,723108,345465,172903,172562,377643,203581,174062,41242,21142,21142,0,20100,20100,0,46792,23877,23877,0,22915,22915,0,57382,29484,29484,0,27898,27898,0,12012,6133,6133,0,5879,5879,0,49472,25097,24635,462,24375,22980,1395,59975,29750,21640,8110,30225,17616,12609,52609,26246,9495,16751,26363,7290,19073,55015,27459,5721,21738,27556,4832,22724,43438,21447,3494,17953,21991,3458,18533,41128,20103,2962,17141,21025,3408,17617,40329,19638,2934,16704,20691,3601,17090,40913,19661,2979,16682,21252,4737,16515,41759,20055,3407,16648,21704,6174,15530,35981,16330,3013,13317,19651,7429,12222,34626,14904,3363,11541,19722,9965,9757,29877,11991,3325,8666,17886,11393,6493,21303,7416,2726,4690,13887,10723,3164,11805,3189,1583,1606,8616,7549,1067,7450,1543,990,553,5907,5634,273,35307,0,0,0,0,0,0,0,0,21,13,27,64,236,2408,11506,10132,6597,2916,1387
63        ,2375410,1142663,588708,553955,1232747,673019,559728,147049,75507,75507,0,71542,71542,0,164836,84446,84446,0,80390,80390,0,207669,106365,106365,0,101304,101304,0,43756,22463,22463,0,21293,21293,0,176522,89707,87784,1923,86815,81633,5182,190627,96092,67753,28339,94535,52249,42286,160421,80488,26346,54142,79933,19197,60736,161386,80781,15474,65307,80605,12394,68211,138863,68907,10861,58046,69956,10078,59878,136527,66617,9806,56811,69910,10319,59591,136569,66271,9831,56440,70298,12037,58261,138271,66304,10753,55551,71967,16361,55606,137007,65161,11728,53433,71846,21422,50424,119478,53983,10658,43325,65495,25992,39503,110892,48201,11648,36553,62691,32917,29774,90719,36327,11040,25287,54392,36061,18331,62257,21534,8517,13017,40723,32152,8571,33860,9364,4906,4458,24496,21785,2711,18701,4145,2822,1323,14556,13893,663,111188,0,0,0,0,0,0,0,0,75,85,119,255,960,6236,39284,32051,19581,8715,3827
64        ,382707,182522,89336,93186,200185,106104,94081,22011,11294,11294,0,10717,10717,0,24789,12752,12752,0,12037,12037,0,30665,15652,15652,0,15013,15013,0,6576,3385,3385,0,3191,3191,0,25867,13145,12899,246,12722,11933,789,28421,14375,10211,4164,14046,7453,6593,24190,12113,4030,8083,12077,2765,9312,26664,13353,2572,10781,13311,1987,11324,22021,10859,1702,9157,11162,1537,9625,21390,10416,1465,8951,10974,1597,9377,22072,10734,1480,9254,11338,1821,9517,22557,10861,1553,9308,11696,2460,9236,23160,10869,1716,9153,12291,3445,8846,19924,9071,1601,7470,10853,3974,6879,20228,8873,1855,7018,11355,5604,5751,17891,7274,1940,5334,10617,6587,4030,12667,4526,1611,2915,8141,6211,1930,7174,2005,995,1010,5169,4515,654,4440,965,623,342,3475,3257,218,21201,0,0,0,0,0,0,0,0,6,5,18,38,131,1073,6841,6252,4098,1847,892
65        ,71906,35909,19970,15939,35997,20141,15856,4976,2506,2506,0,2470,2470,0,5447,2753,2753,0,2694,2694,0,6156,3202,3202,0,2954,2954,0,1179,598,598,0,581,581,0,4485,2340,2318,22,2145,2018,127,4648,2504,1983,521,2144,1152,992,4664,2471,1089,1382,2193,465,1728,5346,2917,803,2114,2429,322,2107,4508,2325,505,1820,2183,248,1935,4050,2153,502,1651,1897,247,1650,3656,1901,430,1471,1755,305,1450,3593,1810,460,1350,1783,417,1366,3854,1968,533,1435,1886,613,1273,3284,1477,393,1084,1807,773,1034,3599,1681,484,1197,1918,1002,916,3468,1525,571,954,1943,1227,716,2566,1004,412,592,1562,1175,387,1516,511,255,256,1005,868,137,911,263,173,90,648,610,38,4294,0,0,0,0,0,0,0,0,2,1,1,10,30,126,1213,1284,903,475,249
