zoneid,81sas020050,81sas020051,81sas020052,81sas020053,81sas020054,81sas020055,81sas020056,81sas020057,81sas020058,81sas020059,81sas020060,81sas020061,81sas020062,81sas020063,81sas020064,81sas020065,81sas020066,81sas020067,81sas020068,81sas020069,81sas020070,81sas020071,81sas020072,81sas020073,81sas020074,81sas020075,81sas020076,81sas020077,81sas020078,81sas020079,81sas020080,81sas020081,81sas020082,81sas020083,81sas020084,81sas020085,81sas020086,81sas020087,81sas020088,81sas020089,81sas020090,81sas020091,81sas020092,81sas020093,81sas020094,81sas020095,81sas020096,81sas020097,81sas020098,81sas020099,81sas020100,81sas020101,81sas020102,81sas020103,81sas020104,81sas020105,81sas020106,81sas020107,81sas020108,81sas020109,81sas020110,81sas020111,81sas020112,81sas020113,81sas020114,81sas020115,81sas020116,81sas020117,81sas020118,81sas020119,81sas020120,81sas020121,81sas020122,81sas020123,81sas020124,81sas020125,81sas020126,81sas020127,81sas020128,81sas020129,81sas020130,81sas020131,81sas020132,81sas020133,81sas020134,81sas020135,81sas020136,81sas020137,81sas020138,81sas020139,81sas020140,81sas020141,81sas020142,81sas020143,81sas020144,81sas020145,81sas020146,81sas020147,81sas020148,81sas020149,81sas020150,81sas020151,81sas020152,81sas020153,81sas020154,81sas020155,81sas020156,81sas020157,81sas020158,81sas020159,81sas020160,81sas020161,81sas020162,81sas020163,81sas020164,81sas020165,81sas020166,81sas020167,81sas020168,81sas020169,81sas020170,81sas020171,81sas020172,81sas020173,81sas020174,81sas020175,81sas020176,81sas020177,81sas020178,81sas020179,81sas020180,81sas020181,81sas020182,81sas020183,81sas020184,81sas020185,81sas020186,81sas020187,81sas020188,81sas020189,81sas020190,81sas020191,81sas020192,81sas020193,81sas020194,81sas020195,81sas020196,81sas020197,81sas020198,81sas020199,81sas020200,81sas020201,81sas020202,81sas020203,81sas020204,81sas020205,81sas020206,81sas020207,81sas020208,81sas020209
21GU      ,100521,49461,24256,25205,51060,25724,25336,6048,3125,3125,0,2923,2923,0,6670,3448,3448,0,3222,3222,0,8492,4364,4364,0,4128,4128,0,1797,882,882,0,915,915,0,7288,3677,3579,98,3611,3314,297,7814,3961,2572,1389,3853,1769,2084,6344,3237,950,2287,3107,617,2490,6507,3289,589,2700,3218,474,2744,5917,2907,458,2449,3010,383,2627,5703,2835,430,2405,2868,368,2500,6136,3064,500,2564,3072,394,2678,6314,3093,482,2611,3221,547,2674,6404,3263,539,2724,3141,735,2406,5161,2504,498,2006,2657,860,1797,4818,2202,524,1678,2616,1184,1432,4163,1840,503,1337,2323,1350,973,2828,1098,424,674,1730,1274,456,1470,476,253,223,994,850,144,647,196,136,60,451,417,34,6423,0,0,0,0,0,0,0,0,1,2,4,22,133,933,1920,1723,1043,459,183
21GW      ,92454,45576,21939,23637,46878,23147,23731,5853,3020,3020,0,2833,2833,0,6388,3288,3288,0,3100,3100,0,7543,3960,3960,0,3583,3583,0,1591,830,830,0,761,761,0,6321,3216,3128,88,3105,2845,260,6861,3407,2179,1228,3454,1515,1939,6557,3355,958,2397,3202,631,2571,7258,3607,589,3018,3651,447,3204,5791,2907,401,2506,2884,360,2524,5387,2743,393,2350,2644,320,2324,5189,2604,391,2213,2585,370,2215,5540,2721,414,2307,2819,496,2323,5804,2851,483,2368,2953,702,2251,4774,2276,418,1858,2498,847,1651,4098,1883,443,1440,2215,1039,1176,3375,1478,413,1065,1897,1133,764,2257,899,355,544,1358,983,375,1228,363,163,200,865,733,132,639,168,113,55,471,449,22,4635,0,0,0,0,0,0,0,0,6,6,6,19,57,294,1600,1324,829,341,153
21GX      ,23792,11605,5433,6172,12187,5969,6218,1247,648,648,0,599,599,0,1530,771,771,0,759,759,0,1778,885,885,0,893,893,0,365,173,173,0,192,192,0,1458,739,728,11,719,685,34,1472,761,590,171,711,369,342,1388,708,264,444,680,143,537,1722,878,172,706,844,89,755,1468,761,130,631,707,70,637,1413,727,99,628,686,69,617,1370,671,103,568,699,90,609,1483,754,134,620,729,135,594,1536,754,138,616,782,159,623,1470,687,122,565,783,235,548,1350,616,116,500,734,307,427,1151,505,125,380,646,364,282,901,368,141,227,533,390,143,440,140,61,79,300,246,54,250,59,33,26,191,175,16,1562,0,0,0,0,0,0,0,0,0,1,1,6,9,102,479,442,334,130,58
21GY      ,63477,30799,14942,15857,32678,16746,15932,3612,1822,1822,0,1790,1790,0,4041,2123,2123,0,1918,1918,0,5071,2550,2550,0,2521,2521,0,1097,577,577,0,520,520,0,4130,2052,2001,51,2078,1919,159,4373,2208,1481,727,2165,1054,1111,4018,2049,658,1391,1969,420,1549,4579,2267,472,1795,2312,329,1983,3818,1936,305,1631,1882,238,1644,3554,1833,315,1518,1721,227,1494,3549,1787,276,1511,1762,241,1521,3852,1927,359,1568,1925,358,1567,4095,2026,397,1629,2069,498,1571,3750,1754,354,1400,1996,682,1314,3426,1540,350,1190,1886,887,999,2911,1200,347,853,1711,1108,603,1988,683,277,406,1305,999,306,1030,317,178,139,713,627,86,583,148,100,48,435,410,25,3647,0,0,0,0,0,0,0,0,3,1,3,8,29,196,1270,1074,631,294,138
22GZ      ,143334,67609,34542,33067,75725,42136,33589,6845,3560,3560,0,3285,3285,0,7167,3683,3683,0,3484,3484,0,9102,4684,4684,0,4418,4418,0,1983,1015,1015,0,968,968,0,8547,4267,4223,44,4280,4062,218,10837,5606,4584,1022,5231,3459,1772,10080,5099,2609,2490,4981,1902,3079,10099,5189,1713,3476,4910,1261,3649,8070,3982,1120,2862,4088,983,3105,7501,3717,879,2838,3784,826,2958,7355,3615,778,2837,3740,846,2894,8147,3829,771,3058,4318,1061,3257,8871,4193,854,3339,4678,1393,3285,8509,3889,814,3075,4620,1738,2882,9112,3915,829,3086,5197,2455,2742,8468,3437,864,2573,5031,2998,2033,6216,2204,702,1502,4012,2913,1099,3873,1132,492,640,2741,2286,455,2552,593,368,225,1959,1798,161,10106,0,0,0,0,0,0,0,0,2,6,11,33,123,521,2926,2916,1999,1026,543
22HA      ,74098,32613,14230,18383,41485,22859,18626,3312,1712,1712,0,1600,1600,0,3605,1822,1822,0,1783,1783,0,4238,2147,2147,0,2091,2091,0,912,449,449,0,463,463,0,3841,1844,1827,17,1997,1916,81,4394,2120,1625,495,2274,1373,901,3874,1857,689,1168,2017,579,1438,4538,2226,542,1684,2312,466,1846,3744,1849,334,1515,1895,345,1550,3326,1595,257,1338,1731,362,1369,3357,1589,246,1343,1768,399,1369,3840,1714,277,1437,2126,522,1604,4315,1843,283,1560,2472,756,1716,4720,1992,315,1677,2728,1011,1717,5869,2392,365,2027,3477,1596,1881,6034,2346,420,1926,3688,2064,1624,4882,1698,371,1327,3184,2206,978,3161,923,305,618,2238,1825,413,2136,495,244,251,1641,1502,139,7186,0,0,0,0,0,0,0,0,4,1,5,22,47,337,1827,2065,1549,866,463
22HB      ,73622,33428,16073,17355,40194,22554,17640,4019,2045,2045,0,1974,1974,0,4262,2187,2187,0,2075,2075,0,5130,2648,2648,0,2482,2482,0,1080,534,534,0,546,546,0,4208,2132,2097,35,2076,1942,134,4613,2241,1616,625,2372,1281,1091,4356,2096,786,1310,2260,594,1666,5116,2561,571,1990,2555,524,2031,4100,2051,388,1663,2049,410,1639,3644,1733,308,1425,1911,430,1481,3550,1670,244,1426,1880,427,1453,3767,1768,312,1456,1999,520,1479,4060,1804,315,1489,2256,727,1529,4201,1810,338,1472,2391,980,1411,4939,2016,426,1590,2923,1401,1522,4706,1809,403,1406,2897,1706,1191,3730,1275,356,919,2455,1794,661,2325,639,267,372,1686,1429,257,1816,409,232,177,1407,1312,95,5797,0,0,0,0,0,0,0,0,4,5,15,28,59,309,1608,1600,1176,603,390
22HC      ,83418,37443,18343,19100,45975,26516,19459,3370,1770,1770,0,1600,1600,0,3575,1862,1862,0,1713,1713,0,4719,2395,2395,0,2324,2324,0,1058,535,535,0,523,523,0,4461,2283,2259,24,2178,2077,101,5761,2889,2322,567,2872,1803,1069,4967,2540,1269,1271,2427,933,1494,5412,2726,870,1856,2686,735,1951,4298,2111,555,1556,2187,489,1698,4043,1959,466,1493,2084,483,1601,4002,1953,410,1543,2049,479,1570,4408,2048,465,1583,2360,684,1676,5184,2340,499,1841,2844,967,1877,5291,2269,436,1833,3022,1210,1812,6050,2484,538,1946,3566,1805,1761,6250,2331,605,1726,3919,2444,1475,5169,1655,490,1165,3514,2589,925,3110,798,331,467,2312,2001,311,2290,495,266,229,1795,1657,138,6803,0,0,0,0,0,0,0,0,7,7,12,37,85,308,1767,1917,1461,744,458
22HD      ,76764,36036,16127,19909,40728,20640,20088,3925,2055,2055,0,1870,1870,0,4446,2230,2230,0,2216,2216,0,5434,2793,2793,0,2641,2641,0,1189,605,605,0,584,584,0,4432,2266,2247,19,2166,2066,100,4279,2167,1672,495,2112,1191,921,4137,1995,785,1210,2142,516,1626,5267,2605,518,2087,2662,414,2248,4828,2374,357,2017,2454,382,2072,4195,2071,289,1782,2124,338,1786,4073,2021,272,1749,2052,331,1721,4176,1962,282,1680,2214,416,1798,4723,2185,279,1906,2538,624,1914,4663,2049,261,1788,2614,825,1789,5084,2244,352,1892,2840,1178,1662,4873,2066,386,1680,2807,1447,1360,3587,1343,342,1001,2244,1515,729,2093,672,219,453,1421,1149,272,1360,333,183,150,1027,937,90,6116,0,0,0,0,0,0,0,0,1,2,6,22,54,341,1721,1794,1237,634,304
22HE      ,74081,33274,13954,19320,40807,21225,19582,3054,1566,1566,0,1488,1488,0,3739,1912,1912,0,1827,1827,0,4587,2396,2396,0,2191,2191,0,1035,545,545,0,490,490,0,3629,1830,1816,14,1799,1735,64,3319,1732,1442,290,1587,979,608,2983,1440,564,876,1543,363,1180,4271,2042,408,1634,2229,340,1889,3817,1868,298,1570,1949,282,1667,3468,1693,252,1441,1775,287,1488,3474,1663,223,1440,1811,345,1466,3839,1752,226,1526,2087,457,1630,4541,1959,233,1726,2582,684,1898,5117,2140,253,1887,2977,891,2086,6404,2720,355,2365,3684,1552,2132,6361,2571,440,2131,3790,2013,1777,5055,1905,430,1475,3150,2055,1095,3174,1005,330,675,2169,1731,438,2214,535,265,270,1679,1515,164,8169,0,0,0,0,0,0,0,0,4,5,9,24,78,454,2133,2268,1740,954,500
22HF      ,115699,54297,23893,30404,61402,30821,30581,5884,3007,3007,0,2877,2877,0,7138,3688,3688,0,3450,3450,0,8651,4440,4440,0,4211,4211,0,1777,843,843,0,934,934,0,6431,3267,3240,27,3164,3064,100,5584,2883,2383,500,2701,1669,1032,5571,2649,1046,1603,2922,661,2261,8097,3796,633,3163,4301,581,3720,7725,3819,473,3346,3906,490,3416,6462,3204,412,2792,3258,429,2829,6158,3054,359,2695,3104,495,2609,6164,2975,360,2615,3189,669,2520,6505,2991,386,2605,3514,837,2677,6645,2924,343,2581,3721,1121,2600,7876,3499,487,3012,4377,1720,2657,7657,3185,544,2641,4472,2286,2186,5967,2376,578,1798,3591,2317,1274,3333,1128,398,730,2205,1674,531,2074,569,273,296,1505,1336,169,9682,0,0,0,0,0,0,0,0,1,3,3,27,119,514,2567,2689,2160,1069,530
23HG      ,151999,74975,35852,39123,77024,37596,39428,10827,5554,5554,0,5273,5273,0,12112,6314,6314,0,5798,5798,0,13648,6973,6973,0,6675,6675,0,2825,1438,1438,0,1387,1387,0,10669,5470,5418,52,5199,4859,340,11974,6081,4216,1865,5893,2831,3062,11131,5471,1521,3950,5660,971,4689,13131,6473,844,5629,6658,726,5932,10401,5227,511,4716,5174,552,4622,9139,4451,394,4057,4688,548,4140,9062,4517,377,4140,4545,518,4027,8684,4369,397,3972,4315,597,3718,7953,4014,375,3639,3939,721,3218,6097,2978,311,2667,3119,889,2230,5154,2364,324,2040,2790,1132,1658,4037,1650,315,1335,2387,1344,1043,2728,986,275,711,1742,1252,490,1501,437,183,254,1064,859,205,926,208,112,96,718,664,54,5345,0,0,0,0,0,0,0,0,0,1,4,6,43,308,1977,1486,912,416,192
23HH      ,111395,54995,25746,29249,56400,27014,29386,8112,4243,4243,0,3869,3869,0,8580,4459,4459,0,4121,4121,0,9113,4750,4750,0,4363,4363,0,1748,878,878,0,870,870,0,6336,3252,3224,28,3084,2905,179,7141,3462,2395,1067,3679,1517,2162,8226,4032,1041,2991,4194,638,3556,10416,5183,746,4437,5233,518,4715,8239,4254,529,3725,3985,411,3574,6301,3305,407,2898,2996,318,2678,5462,2816,361,2455,2646,315,2331,5540,2800,357,2443,2740,438,2302,5592,2744,377,2367,2848,591,2257,5184,2430,344,2086,2754,782,1972,5020,2325,376,1949,2695,1067,1628,4331,1897,417,1480,2434,1274,1160,3078,1256,370,886,1822,1223,599,1765,605,272,333,1160,968,192,1211,304,200,104,907,826,81,5831,0,0,0,0,0,0,0,0,4,3,8,14,36,263,1822,1644,1175,571,291
23HJ      ,71935,35271,16507,18764,36664,17756,18908,3618,1849,1849,0,1769,1769,0,4466,2310,2310,0,2156,2156,0,5743,2963,2963,0,2780,2780,0,1277,675,675,0,602,602,0,4905,2588,2575,13,2317,2276,41,4715,2478,2192,286,2237,1543,694,3922,1946,827,1119,1976,501,1475,5429,2665,559,2106,2764,387,2377,4902,2374,322,2052,2528,271,2257,4719,2301,235,2066,2418,251,2167,4858,2392,246,2146,2466,295,2171,5146,2572,274,2298,2574,385,2189,4962,2481,248,2233,2481,491,1990,3940,1964,270,1694,1976,566,1410,3198,1505,247,1258,1693,704,989,2480,1067,231,836,1413,762,651,1824,643,218,425,1181,847,334,1070,318,146,172,752,634,118,761,180,120,60,581,536,45,3280,0,0,0,0,0,0,0,0,2,2,3,5,34,248,1093,881,568,288,156
23HK      ,85328,41903,19052,22851,43425,20469,22956,5638,2844,2844,0,2794,2794,0,6586,3426,3426,0,3160,3160,0,7421,3845,3845,0,3576,3576,0,1481,740,740,0,741,741,0,5400,2752,2737,15,2648,2524,124,5330,2679,1944,735,2651,1235,1416,5804,2781,699,2082,3023,397,2626,7863,3894,423,3471,3969,333,3636,6582,3283,301,2982,3299,312,2987,5310,2684,228,2456,2626,276,2350,4739,2464,217,2247,2275,230,2045,4577,2377,247,2130,2200,306,1894,4252,2101,230,1871,2151,405,1746,3735,1772,209,1563,1963,513,1450,3602,1620,223,1397,1982,764,1218,3057,1316,256,1060,1741,921,820,2015,768,235,533,1247,823,424,1199,373,153,220,826,668,158,737,184,95,89,553,491,62,4127,0,0,0,0,0,0,0,0,2,2,2,7,41,260,1360,1196,726,355,176
23HL      ,137406,67898,31636,36262,69508,33091,36417,8835,4429,4429,0,4406,4406,0,10058,5197,5197,0,4861,4861,0,11430,5840,5840,0,5590,5590,0,2356,1238,1238,0,1118,1118,0,8815,4508,4480,28,4307,4180,127,9485,4777,3749,1028,4708,2467,2241,9926,5045,1603,3442,4881,799,4082,12399,6105,962,5143,6294,585,5709,10248,5202,540,4662,5046,493,4553,8710,4413,451,3962,4297,459,3838,8036,4207,438,3769,3829,401,3428,7538,3746,392,3354,3792,567,3225,7193,3581,407,3174,3612,729,2883,6209,3011,367,2644,3198,880,2318,5467,2515,408,2107,2952,1132,1820,4581,1959,397,1562,2622,1376,1246,3171,1243,345,898,1928,1330,598,1808,578,231,347,1230,971,259,1141,304,162,142,837,747,90,5793,0,0,0,0,0,0,0,0,4,4,3,11,42,293,1912,1597,1103,542,282
23HM      ,131994,64725,31414,33311,67269,33598,33671,8577,4381,4381,0,4196,4196,0,9601,4936,4936,0,4665,4665,0,10807,5545,5545,0,5262,5262,0,2240,1129,1129,0,1111,1111,0,8460,4432,4371,61,4028,3720,308,9839,5115,3741,1374,4724,2317,2407,9139,4599,1541,3058,4540,906,3634,11222,5524,999,4525,5698,758,4940,9213,4709,656,4053,4504,601,3903,7717,3915,494,3421,3802,476,3326,6940,3531,454,3077,3409,515,2894,6934,3466,461,3005,3468,608,2860,6793,3203,426,2777,3590,821,2769,6225,2895,401,2494,3330,951,2379,6077,2820,483,2337,3257,1307,1950,5099,2171,490,1681,2928,1648,1280,3615,1390,452,938,2225,1570,655,2102,660,277,383,1442,1189,253,1394,304,177,127,1090,977,113,6656,0,0,0,0,0,0,0,0,2,2,9,9,56,366,2186,1883,1254,607,282
23HN      ,115828,56663,25951,30712,59165,28289,30876,5903,3064,3064,0,2839,2839,0,7258,3721,3721,0,3537,3537,0,8951,4586,4586,0,4365,4365,0,1937,960,960,0,977,977,0,7633,3943,3925,18,3690,3566,124,7488,4029,3421,608,3459,2341,1118,6508,3236,1451,1785,3272,867,2405,8693,4232,867,3365,4461,554,3907,7941,3888,523,3365,4053,502,3551,6951,3430,390,3040,3521,367,3154,7126,3557,401,3156,3569,444,3125,7831,3762,379,3383,4069,598,3471,8257,4050,385,3665,4207,824,3383,6946,3363,385,2978,3583,901,2682,6141,2947,419,2528,3194,1241,1953,4751,2116,409,1707,2635,1450,1185,2883,1073,306,767,1810,1247,563,1641,493,223,270,1148,949,199,989,213,136,77,776,720,56,5935,0,0,0,0,0,0,0,0,1,6,2,17,53,353,2127,1781,946,445,204
23HP      ,79150,39327,19488,19839,39823,19813,20010,5382,2795,2795,0,2587,2587,0,5508,2833,2833,0,2675,2675,0,6847,3521,3521,0,3326,3326,0,1501,753,753,0,748,748,0,6369,3232,3185,47,3137,2930,207,7678,3926,2772,1154,3752,1836,1916,6642,3518,1153,2365,3124,708,2416,5743,2850,505,2345,2893,474,2419,4557,2188,320,1868,2369,334,2035,4504,2152,225,1927,2352,304,2048,4888,2302,217,2085,2586,335,2251,5311,2664,240,2424,2647,383,2264,4670,2396,233,2163,2274,444,1830,3225,1612,161,1451,1613,445,1168,2422,1183,183,1000,1239,515,724,1716,714,150,564,1002,590,412,1120,411,120,291,709,496,213,664,187,65,122,477,404,73,403,90,57,33,313,279,34,2365,0,0,0,0,0,0,0,0,0,2,2,4,17,127,943,627,379,181,83
23HQ      ,47593,23579,11039,12540,24014,11422,12592,3258,1684,1684,0,1574,1574,0,3565,1836,1836,0,1729,1729,0,4062,2069,2069,0,1993,1993,0,785,407,407,0,378,378,0,2792,1475,1465,10,1317,1258,59,2707,1392,1072,320,1315,619,696,3010,1486,483,1003,1524,233,1291,4303,2099,327,1772,2204,205,1999,3886,1978,275,1703,1908,170,1738,2986,1544,163,1381,1442,138,1304,2510,1360,138,1222,1150,133,1017,2393,1215,165,1050,1178,181,997,2336,1152,144,1008,1184,242,942,2212,1039,142,897,1173,324,849,2270,1065,178,887,1205,423,782,1924,836,162,674,1088,538,550,1328,577,149,428,751,507,244,752,237,103,134,515,416,99,514,128,77,51,386,361,25,2583,0,0,0,0,0,0,0,0,0,0,1,5,24,127,842,720,523,222,119
23HR      ,73137,35708,16000,19708,37429,17623,19806,4627,2331,2331,0,2296,2296,0,5241,2684,2684,0,2557,2557,0,6262,3218,3218,0,3044,3044,0,1287,633,633,0,654,654,0,4718,2439,2422,17,2279,2200,79,4341,2150,1690,460,2191,1172,1019,4607,2221,610,1611,2386,391,1995,6307,3070,384,2686,3237,332,2905,5352,2691,253,2438,2661,226,2435,4690,2306,230,2076,2384,221,2163,4504,2291,197,2094,2213,243,1970,4298,2180,216,1964,2118,307,1811,4009,1994,185,1809,2015,351,1664,3426,1666,165,1501,1760,473,1287,3241,1470,176,1294,1771,633,1138,2649,1122,209,913,1527,771,756,1836,735,188,547,1101,719,382,1060,353,134,219,707,560,147,682,154,75,79,528,473,55,3636,0,0,0,0,0,0,0,0,3,0,3,15,30,227,1201,987,686,333,151
23HS      ,155815,72915,34054,38861,82900,43663,39237,8336,4259,4259,0,4077,4077,0,8949,4617,4617,0,4332,4332,0,10498,5331,5331,0,5167,5167,0,2244,1156,1156,0,1088,1088,0,9187,4666,4610,56,4521,4272,249,10690,5300,4058,1242,5390,3070,2320,9288,4700,1866,2834,4588,1288,3300,10564,5332,1193,4139,5232,910,4322,8709,4260,734,3526,4449,733,3716,7610,3786,652,3134,3824,650,3174,7806,3819,589,3230,3987,723,3264,8850,4145,634,3511,4705,966,3739,9957,4647,674,3973,5310,1323,3987,9672,4406,629,3777,5266,1688,3578,10154,4499,785,3714,5655,2418,3237,9156,3717,725,2992,5439,3021,2418,6904,2425,693,1732,4479,3222,1257,4293,1177,470,707,3116,2607,509,2948,673,379,294,2275,2108,167,11681,0,0,0,0,0,0,0,0,4,4,6,34,119,707,3568,3285,2239,1102,613
23HT      ,112753,52732,22687,30045,60021,29688,30333,5486,2829,2829,0,2657,2657,0,6582,3362,3362,0,3220,3220,0,7797,3964,3964,0,3833,3833,0,1617,811,811,0,806,806,0,5931,2980,2953,27,2951,2813,138,5632,2815,2128,687,2817,1478,1339,5264,2589,891,1698,2675,505,2170,7087,3416,632,2784,3671,491,3180,6597,3295,517,2778,3302,444,2858,5762,2906,403,2503,2856,385,2471,5347,2645,337,2308,2702,462,2240,5713,2792,405,2387,2921,501,2420,6662,3036,444,2592,3626,832,2794,7298,3190,461,2729,4108,1170,2938,9155,4053,554,3499,5102,1880,3222,8652,3648,610,3038,5004,2533,2471,6518,2598,658,1940,3920,2504,1416,3631,1245,436,809,2386,1849,537,2022,558,292,266,1464,1325,139,11679,0,0,0,0,0,0,0,0,16,13,16,29,82,593,3444,3341,2445,1175,525
23HU      ,126311,62602,29708,32894,63709,30610,33099,8598,4370,4370,0,4228,4228,0,9589,4885,4885,0,4704,4704,0,10358,5435,5435,0,4923,4923,0,2176,1142,1142,0,1034,1034,0,8102,4136,4084,52,3966,3726,240,9637,4823,3306,1517,4814,2165,2649,9762,4821,1440,3381,4941,940,4001,11034,5624,984,4640,5410,690,4720,8077,4096,537,3559,3981,463,3518,7008,3524,444,3080,3484,456,3028,6618,3305,406,2899,3313,420,2893,7389,3587,417,3170,3802,585,3217,8242,4111,481,3630,4131,781,3350,6166,3049,402,2647,3117,861,2256,4941,2359,350,2009,2582,1021,1561,3709,1640,365,1275,2069,1139,930,2593,1024,329,695,1569,1075,494,1456,478,212,266,978,783,195,856,193,119,74,663,616,47,5445,0,0,0,0,0,0,0,0,2,2,1,9,56,276,2003,1512,947,455,182
23HW      ,61246,30500,14505,15995,30746,14687,16059,3968,2069,2069,0,1899,1899,0,4454,2275,2275,0,2179,2179,0,4945,2596,2596,0,2349,2349,0,981,475,475,0,506,506,0,3645,1839,1829,10,1806,1731,75,3975,2101,1646,455,1874,948,926,3998,1986,721,1265,2012,375,1637,5288,2659,499,2160,2629,246,2383,4561,2344,297,2047,2217,199,2018,3854,1961,243,1718,1893,175,1718,3460,1831,244,1587,1629,206,1423,3510,1794,222,1572,1716,241,1475,3284,1616,210,1406,1668,342,1326,2799,1357,195,1162,1442,417,1025,2830,1308,223,1085,1522,583,939,2289,1026,249,777,1263,676,587,1707,701,236,465,1006,654,352,1009,357,149,208,652,530,122,689,205,127,78,484,431,53,3074,0,0,0,0,0,0,0,0,0,1,3,8,29,120,921,837,628,332,195
24HX      ,82972,39464,19760,19704,43508,23636,19872,4518,2317,2317,0,2201,2201,0,4923,2561,2561,0,2362,2362,0,5987,3085,3085,0,2902,2902,0,1428,720,720,0,708,708,0,5587,2807,2779,28,2780,2641,139,6482,3213,2544,669,3269,1983,1286,5771,2894,1211,1683,2877,865,2012,5808,2937,760,2177,2871,564,2307,4959,2465,480,1985,2494,465,2029,4504,2284,403,1881,2220,413,1807,4393,2163,375,1788,2230,461,1769,4671,2205,337,1868,2466,516,1950,5295,2603,450,2153,2692,711,1981,4505,2075,339,1736,2430,837,1593,4412,1857,373,1484,2555,1225,1330,3877,1541,365,1176,2336,1409,927,2781,1004,301,703,1777,1290,487,1780,473,202,271,1307,1114,193,1291,260,158,102,1031,969,62,4708,0,0,0,0,0,0,0,0,0,1,2,5,42,262,1426,1338,931,451,250
24HY      ,66494,32266,14981,17285,34228,16879,17349,3718,1921,1921,0,1797,1797,0,4295,2227,2227,0,2068,2068,0,5023,2546,2546,0,2477,2477,0,1051,532,532,0,519,519,0,4104,2083,2067,16,2021,1925,96,3982,2113,1702,411,1869,1079,790,3908,1914,785,1129,1994,418,1576,5021,2519,492,2027,2502,310,2192,4355,2180,299,1881,2175,264,1911,3696,1898,243,1655,1798,179,1619,3563,1817,238,1579,1746,229,1517,3759,1814,260,1554,1945,335,1610,3946,1859,254,1605,2087,467,1620,3787,1734,231,1503,2053,606,1447,4092,1880,301,1579,2212,856,1356,3467,1531,278,1253,1936,1019,917,2453,1036,305,731,1417,945,472,1398,440,180,260,958,781,177,876,222,120,102,654,605,49,4465,0,0,0,0,0,0,0,0,3,2,3,13,41,230,1387,1260,920,407,199
24HZ      ,71648,35441,16825,18616,36207,17516,18691,4053,2042,2042,0,2011,2011,0,5027,2584,2584,0,2443,2443,0,6058,3166,3166,0,2892,2892,0,1274,678,678,0,596,596,0,4616,2402,2376,26,2214,2076,138,4385,2298,1749,549,2087,1007,1080,4353,2192,753,1439,2161,380,1781,5597,2756,502,2254,2841,308,2533,4957,2530,371,2159,2427,273,2154,4308,2235,315,1920,2073,213,1860,3980,2044,270,1774,1936,231,1705,4057,2065,324,1741,1992,291,1701,4320,2137,300,1837,2183,444,1739,3829,1807,265,1542,2022,578,1444,3579,1668,272,1396,1911,772,1139,3078,1356,296,1060,1722,918,804,2150,861,261,600,1289,888,401,1290,431,184,247,859,695,164,737,189,117,72,548,500,48,4337,0,0,0,0,0,0,0,0,3,5,2,12,46,295,1357,1221,805,410,181
24JA      ,90840,44294,21991,22303,46546,24136,22410,5561,2764,2764,0,2797,2797,0,6047,3086,3086,0,2961,2961,0,7627,3890,3890,0,3737,3737,0,1620,803,803,0,817,817,0,6467,3218,3184,34,3249,3059,190,6935,3387,2524,863,3548,1946,1602,6028,3057,1049,2008,2971,684,2287,6560,3336,723,2613,3224,461,2763,5813,2905,479,2426,2908,442,2466,5258,2665,426,2239,2593,380,2213,4986,2515,440,2075,2471,385,2086,5317,2634,400,2234,2683,508,2175,5636,2804,464,2340,2832,630,2202,4517,2224,364,1860,2293,707,1586,4227,1974,444,1530,2253,986,1267,3412,1473,345,1128,1939,1074,865,2453,901,271,630,1552,1079,473,1475,436,195,241,1039,853,186,901,222,140,82,679,630,49,4702,0,0,0,0,0,0,0,0,1,1,5,14,24,281,1638,1302,813,414,209
24JB      ,100708,49211,23145,26066,51497,25324,26173,6115,3104,3104,0,3011,3011,0,6930,3590,3590,0,3340,3340,0,8307,4272,4272,0,4035,4035,0,1681,881,881,0,800,800,0,6264,3190,3172,18,3074,2957,117,6516,3281,2519,762,3235,1663,1572,6464,3271,1141,2130,3193,569,2624,7711,3784,632,3152,3927,487,3440,7009,3546,491,3055,3463,382,3081,5843,3013,373,2640,2830,332,2498,5466,2705,335,2370,2761,366,2395,5654,2840,362,2478,2814,465,2349,5868,2830,354,2476,3038,626,2412,5068,2394,314,2080,2674,816,1858,5175,2357,377,1980,2818,1073,1745,4575,2034,427,1607,2541,1341,1200,3088,1215,354,861,1873,1285,588,1822,598,263,335,1224,1002,222,1152,306,184,122,846,774,72,6027,0,0,0,0,0,0,0,0,2,2,6,13,44,295,1918,1795,1115,556,281
24JC      ,80504,39381,18215,21166,41123,19802,21321,4562,2363,2363,0,2199,2199,0,5241,2613,2613,0,2628,2628,0,6783,3452,3452,0,3331,3331,0,1520,769,769,0,751,751,0,5575,2832,2813,19,2743,2623,120,5230,2713,2127,586,2517,1369,1148,4877,2418,838,1580,2459,522,1937,6177,2989,529,2460,3188,392,2796,5736,2832,376,2456,2904,328,2576,5166,2642,296,2346,2524,263,2261,4701,2360,266,2094,2341,306,2035,4756,2373,272,2101,2383,357,2026,4965,2430,284,2146,2535,511,2024,4323,2045,216,1829,2278,659,1619,3913,1792,252,1540,2121,787,1334,3138,1405,291,1114,1733,892,841,2055,807,224,583,1248,821,427,1132,384,143,241,748,604,144,654,162,91,71,492,459,33,4160,0,0,0,0,0,0,0,0,2,4,3,15,35,244,1414,1207,725,358,153
